Column1;listing.city;listing.neighborhood;p3_summary_title;description_locale;listing.extra_host_languages;listing.star_rating
299;barcelona;Ciutat Vella;NICE DUPLEX OVERLOOKING THE BEACH;en;['en', 'fr'];45
300;barcelona;Eixample;Picasso Terrace by Cocoon Barcelona;en;['en', 'fr', 'it'];45
301;barcelona;el Fort Pienc;Penthouse with sunny terrace, 3 p;en;['en', 'fr', 'it'];50
302;barcelona;Eixample;Stroll to Sagrada Familia from a Sunlit Apartment;en;['en'];45
303;barcelona;Sants-Montjuïc;Cozy Apartment near to Plaza España;en;['de', 'en'];45
304;barcelona;Eixample;★ GAUDI LUXURY by Cocoon Barcelona;en;['en', 'fr', 'it'];50
305;barcelona;Eixample;Magnificent 1 bedroom apt;en;['en'];45
306;barcelona;Eixample;Walk to Paseo de Gracia from a Stylish&Sunny flat;en;['en', 'fr'];50
307;barcelona;Eixample;Paseo de Gracia, best location *Bcn*;en;['en', 'fr', 'it', 'pt'];45
308;barcelona;El Raval;Quiet & Family, sea views near Ramblas;en;[];45
309;barcelona;Eixample;Luxury. 10th floor. Paseo de Gracia;en;['en', 'fr'];50
310;barcelona;El Poblenou;Near the beach, pool,  AC, 3 bedrooms, 2 bathrooms;en;['en', 'fr', 'ru'];45
311;barcelona;Dreta de l'Eixample;Stylish Apartment near the Sagrada Familia;en;['en'];45
312;barcelona;La Sagrada Família;Luxury apartment in Sagrada Familia;en;['en', 'fr'];50
313;barcelona;Dreta de l'Eixample;Elegant, Contemporary Oasis in the Heart of Barcelona;en;['en', 'fr', 'tr', 'ru', 'ar'];45
314;barcelona;Eixample;Bright&Modernist in the city center.;en;['en', 'fr'];50
315;barcelona;Dreta de l'Eixample;Chic&Calm in Modernist Center;es;['en', 'fr'];50
316;barcelona;Dreta de l'Eixample;Stylish, bright, central, close to Sagrada Familia;en;['en', 'fr', 'ru'];50
317;barcelona;Eixample;Explore Sant Antoni from a Modern Penthouse;en;['en', 'fr', 'no'];50
318;barcelona;Dreta de l'Eixample;Comfortable, rooftop terrace, spacious, central;en;['en', 'fr', 'ru'];45
319;barcelona;Eixample;Relax on the Deck of a Bright Eixample Apartment;en;['en'];45
320;barcelona;Ciutat Vella;Central, comfortable for groups;en;['en', 'fr', 'it'];45
321;barcelona;Eixample;Rambla Catalunya big penthouse;en;['en', 'fr'];50
322;barcelona;Ciutat Vella;Modern bright apartment, with huge terrace !;en;['en', 'fr'];45
323;barcelona;Eixample;Sagrada Familia I;en;['en'];45
324;barcelona;Ciutat Vella;NEW DUPLEX PENTHOUSE LAS RAMBLAS;en;['en'];45
325;barcelona;Eixample;PENTHOUSE PANORAMIC VIEW;en;['en', 'fr', 'ru'];50
326;barcelona;Vila de Gràcia;Amazing Loft in BCN Center (B0132);en;['en', 'fr', 'ru', 'ar'];45
327;barcelona;Eixample;Arc de Triomf cheerful two bedroom with terrace;en;['en'];45
328;barcelona;Sant Pere/Santa Caterina;yök Casa A, 4 people live like a local!;en;['de', 'en', 'fr'];50
329;barcelona;Sant Antoni;Chic terrace, sunny, central, AC, charming flat;en;['en', 'it'];45
330;barcelona;Dreta de l'Eixample;Penthouse with Terrace near Paseo de Gracia;en;['en', 'fr'];50
331;barcelona;L'Antiga Esquerra de l'Eixample;Aribau Apartment Top renovated;en;['de', 'en', 'fr', 'it'];50
332;barcelona;El Gòtic;MIRADOR 3 Bedroom Apartment Port Vell;en;['en', 'it'];45
333;barcelona;Eixample;3 BEDROOMS WIFI CENTRIC APTM;en;['en'];50
334;barcelona;Camp d'en Grassot i Gràcia Nova;APARTMENT WITH GARDEN &PRIVATE POOL;en;['en', 'fr'];50
335;barcelona;La Nova Esquerra de l'Eixample;Central with pool 8 people - M41;en;['en', 'fr', 'it'];45
336;barcelona;Sant Antoni;New Boutique apartment in center;en;['en', 'fr'];45
337;barcelona;Eixample;Fantastic and Best City Center Location;en;['en'];45
338;barcelona;Eixample;Barcelona central modernist architecture +terrace;en;['en', 'fr', 'it'];50
339;barcelona;La Sagrada Família;Bright, Renovated Apartment near Sagrada Familia Cathedral;en;['en'];50
340;barcelona;L'Antiga Esquerra de l'Eixample;Great Design apartment in Barcelona center;en;['en', 'fr'];45
341;barcelona;Eixample;3 bedr and Magnificent Terrace near Plz Catalunya;en;['en'];45
342;barcelona;Gràcia;Stylish, 2 bedrooms, central, shared terrace, AC;en;[];50
343;barcelona;Eixample;Brand new luxury apartment in the city center;en;['en', 'fr'];45
344;barcelona;Dreta de l'Eixample;Estética clásica y piezas de diseño en un céntrico piso barcelonés;es;['en'];45
345;barcelona;Sants-Montjuïc;BARCELONA CITY CENTRE CHARM;en;['en', 'fr'];45
346;barcelona;Dreta de l'Eixample;Chic, very central, bright. Rambla Catalunya, AC;en;['en', 'fr', 'ru'];45
347;barcelona;Dreta de l'Eixample;Exclusive flat for an excellent stay next Gaudi;en;[];45
348;barcelona;Ciutat Vella;Apartment in Born - Carders;en;['en'];45
349;barcelona;La Nova Esquerra de l'Eixample;Central Plaza 2r+2b;en;['en'];50
350;barcelona;Eixample;Penthouse with terrace in Rambla Catalunya -Centre;en;['de', 'en', 'fr'];45
351;barcelona;Sant Antoni;Art House Viladomat—A Bright Apartment that's a Visual Feast;en;['en', 'fr', 'nl'];50
352;barcelona;Eixample;Oriental Design apartment;en;['en', 'fr'];45
353;barcelona;Dreta de l'Eixample;Barcelona Feeling Suite44 2bd Swimming Pool Center;en;['en', 'fr', 'it', 'pl'];50
354;barcelona;Dreta de l'Eixample;Bright, fun, balcony, near the Sagrada Familia;en;['en', 'fr', 'ru'];50
355;barcelona;Sant Antoni;Sunny, central, AC, charming flat with balcony 2;en;['en', 'it'];50
356;barcelona;Eixample;Central, terrace, 3 bedrooms -M51;en;['en', 'fr', 'it'];50
357;barcelona;El Gòtic;Central, comfortable - Ramblas 31;en;['en', 'fr', 'it'];50
358;barcelona;El Poble-sec;CITY CENTRE APOLO LOFT  4 BEDROOMS, near Ramblas;en;['en', 'fr'];45
359;barcelona;Dreta de l'Eixample;GREAT APARTMENT IN THE EIXAMPLE;en;[];50
360;barcelona;Eixample;Attic in Paseo de Gracia;en;[];50
361;barcelona;Sant Martí;Near the beach, 2 bedrooms, 2 bathrooms, pool, AC;en;['en', 'fr', 'ru'];50
362;barcelona;Eixample;Spectacular penthouse in the center;en;[];50
363;barcelona;Eixample;Stroll to Passeig de Gràcia from Uniquely Designed Flat;en;['en', 'fr', 'it'];50
364;barcelona;Dreta de l'Eixample;Stylish, spacious, central, shared rooftop terrace;en;['en', 'fr', 'ru'];50
365;barcelona;Eixample;Vintage-Inspired Apartment near Passeig de Gracia;en;['en'];50
366;barcelona;La Vila Olímpica;PENTHOUSE IN VILLA-OLIMPICA;en;['en', 'fr'];50
367;barcelona;Eixample;MODERNISM&LUXURY&DESIGN IN CENTER;en;['en'];50
368;barcelona;Ciutat Vella;Stylish and comfortable apartment in heart of BCN;en;['en', 'fr', 'sv'];50
369;barcelona;Eixample;Large Luxurious Central Apartment;en;['en'];50
370;barcelona;Sant Pere/Santa Caterina;yök Casa B, luxury local eco design;en;['de', 'en', 'fr'];50
371;barcelona;Eixample;Elegant, bright, 3 bedrooms, Sagrada Familia, AC;en;['en', 'fr', 'ru'];50
372;barcelona;El Gòtic;AVINYO B APARTMENT;en;['fr', 'it'];45
373;barcelona;Eixample;Central Flat near Sagrada Família and Metro;en;['en'];50
374;barcelona;Ciutat Vella;The Paseo Colon Apartment;en;[];50
375;barcelona;Dreta de l'Eixample;Casa Valeta, Barcelona;en;['de', 'en', 'fr', 'nl'];50
376;barcelona;Ciutat Vella;Ramblas 3 bedrooms Attic Pz.Reial Gothic;en;['en'];45
377;barcelona;el Fort Pienc;TETUAN Apartment Very central 3 bed/3 bath Terraza;es;[];50
378;barcelona;Eixample;Charming Duplex in Glories HUTB007821;en;['de', 'en', 'fr'];45
379;barcelona;Eixample;Central Apartment in Traditional Catalan Building;en;['en'];50
380;barcelona;L'Antiga Esquerra de l'Eixample;Cozy apartment up to 6 guests;en;['en'];45
381;barcelona;Vila de Gràcia;Alójate en una casa típica del barrio de Gràcia con un amplio patio interior;en;['en', 'fr', 'it'];50
382;barcelona;El Raval;Amazing views & sunny, 5' Ramblas/Sea;en;[];45
383;barcelona;Eixample;Charming Aptment Center 2bed+2bath;en;['en'];50
384;barcelona;Sants-Montjuïc;MONTJUIC FOUNTAINS II APARTMENT;en;['en'];45
385;barcelona;Ciutat Vella;Sea and city views downtown;en;['en', 'fr', 'it'];45
386;barcelona;Eixample;Lovely & Elegant Apartment in Eixample 1-2;en;['en', 'fr'];45
387;barcelona;Dreta de l'Eixample;Elegant Apartment Overlooking the Iconic Paseo de Gracia;en;['en', 'fr'];50
388;barcelona;Gràcia;2 bedrooms, 2 baths, private terrace, central, AC;en;[];50
389;barcelona;Eixample;1 bedroom private rooftop terrace with Free Wi-Fi;en;['en'];45
390;barcelona;Gràcia;Amazing loft in Grácia close to Sagrada Familia;en;[];50
391;barcelona;Dreta de l'Eixample;2 Luxury bedroom apartment;en;[];50
392;barcelona;Dreta de l'Eixample;Nice and quiet 2 bedroom apartment;en;['en'];45
393;barcelona;Eixample;Cobi apartment. Disfruta de Barcelona desde este fantástico apartamento.;es;[];50
394;barcelona;Eixample;UNIQUE Stylish Townhouse BCN Centre;en;['en'];50
395;barcelona;Gràcia;SUMMERTIME BCN a oasis in Gracia;en;['en', 'fr'];50
396;barcelona;Eixample;CENTRAL SANT ANTONI APARTMENT;en;['en', 'ru'];50
397;barcelona;Eixample;Modern 3 bedrooms, family stay!;en;['en'];45
398;barcelona;Sant Martí de Provençals;Lovely apartment. Renovated in 2016.;en;['en'];50
399;barcelona;Dreta de l'Eixample;3 Bedroom with terrace;en;['en'];45
400;barcelona;Dreta de l'Eixample;Amazing 3 bedroom near Pl Catalunya;en;['en'];45
401;barcelona;Eixample;LUXURY ATTIC WITH PRIVATE TERRACE NEAR CENTRE;en;['en', 'it'];50
402;barcelona;Sant Martí;Near the beach, pool, 3-bedroom, 2-bathroom, AC;en;['en', 'fr', 'ru'];50
403;barcelona;Eixample;Exquisito apartamento con espacios abiertos y luz;es;['en', 'fr'];50
404;barcelona;Sants-Montjuïc;Contemporary Apartment with Private Patio;en;['en'];50
405;barcelona;Sarrià-Sant Gervasi;Our house: Architects' flat.;en;['en', 'fr'];50
406;barcelona;Sant Antoni;Bright and Open Apartment near Sant Antoni;es;['en', 'it'];50
407;barcelona;Eixample;Charming and Central Apartment;en;['en'];50
408;barcelona;Gràcia;Amazing 3 bed large APT  2 patios;en;['en'];50
409;barcelona;Eixample;Batllo Luxury  in prime location;en;[];45
410;barcelona;Eixample;Panoramic Suite Luxury with Jacuzzi;en;['en', 'pt', 'uk'];50
411;barcelona;Eixample;Bright, elegant, 3 bedrooms, Sagrada Familia, AC;en;['en', 'fr', 'ru'];50
412;barcelona;Eixample;Luxury Paseo de Gracia Penthouse;en;['en', 'fr'];45
413;barcelona;Gràcia;Kick Back on the Terrace of a Classic Home;en;['en', 'it', 'nl', 'he'];50
414;barcelona;Eixample;Incredible for 16 in pl Catalunya!;en;['en', 'it'];45
415;barcelona;Dreta de l'Eixample;PASEO DE GRACIA DOMUS SUPERLUXURY;en;[];45
416;barcelona;Sant Antoni;Serviced Minimalist Apartment with Private Balcony;en;['en', 'fr', 'no'];45
417;barcelona;el Fort Pienc;Trendy & Luminous Apartment in the City Center;en;['en', 'fr'];50
418;barcelona;Eixample;Luxurious, bright, spacious Plaza Catalunya;en;['en', 'fr', 'it'];50
419;barcelona;La Vila Olímpica;Gorgeous appartment by the beach   HUTB 007415;en;['en'];50
420;barcelona;Eixample;Beautiful balconies and 3 bedrooms in Eixample;en;['en'];45
421;barcelona;Ciutat Vella;Excellent! Centric beautififul apartment *Bcn*;en;['en', 'fr', 'it', 'pt'];45
422;barcelona;Eixample;Central 3 bedroom, family stay!;en;['en'];40
423;barcelona;Eixample;Apartamento Gaudir, con inspiraciones modernistas. Luminoso, céntrico y seguro.;es;[];50
424;barcelona;Eixample;Beautiful apartment in city center;en;['en'];50
425;barcelona;Eixample;THE SILVER HOUSE: see the sky;en;[];45
426;barcelona;Ciutat Vella;3 bedroom flat in Barri Gotic;en;['en'];40
427;barcelona;L'Antiga Esquerra de l'Eixample;COZY RAMBLA CATALUÑA HUTB-001410;en;['en'];45
428;barcelona;Eixample;1416 - THE GREEN BLOOMING APARTMENT;en;['en', 'pl'];40
429;barcelona;Sant Antoni;4 Bedrooms 5 bathrooms in eixample;en;['en'];45
430;barcelona;La Sagrada Família;GREAT PENTHOUSE PANORAMIC TERRACE SAGRADA FAMILIA;en;['en', 'fr'];45
431;barcelona;Sants-Montjuïc;Sea views / Port vell & COLON;en;['en'];45
432;barcelona;Vila de Gràcia;Chic Apartment Gran de Gracia;en;['en', 'ru'];50
433;barcelona;La Nova Esquerra de l'Eixample;Penthouse con terraza Plaza España;en;['en', 'fr', 'it'];45
434;barcelona;Sants-Montjuïc;Great Apartment 300 meters from la Fira MWC !!!;es;['en'];45
435;barcelona;El Gòtic;Big terrace apt in Gotic Quarter;en;['en'];35
436;barcelona;Ciutat Vella;Pelayo attic Deluxe H4 - BCN54;en;['de', 'en', 'fr', 'it'];45
437;barcelona;Eixample;Luxury 3 bedroom 2 bathroom;en;['en'];45
438;barcelona;El Gòtic;CHARMING DUPLEX IN BARCELONA'S HEART;en;['en', 'fr', 'it'];45
439;barcelona;Vila de Gràcia;Huge and Classy Barcelona centre;en;['en', 'it'];45
440;barcelona;La Sagrada Família;Magnificent Penthouse with Sun Terrace and View;en;['de', 'en', 'fr', 'it', 'pt'];45
441;barcelona;Eixample;King's Place City Center;en;[];50
442;barcelona;Eixample;Perfect apartment just at Downtown;en;['en', 'ru'];50
443;barcelona;Eixample;BCN Luxury;es;[];50
444;barcelona;Eixample;GranVia Terrace;en;['en', 'fr'];45
445;barcelona;Eixample;Central Luxury Penthouse 6 guests (3 Bedrooms) AG;en;['en', 'fr', 'it'];50
446;barcelona;Ciutat Vella;Spacious 3 bedroom in city center;en;['en'];45
447;barcelona;Eixample;Executive Cataluña 4,   5 bedrooms;en;['en', 'fr'];45
448;barcelona;Dreta de l'Eixample;Luxurious 4 bedroom in Eixample;en;['en'];40
449;barcelona;Eixample;Centric Design Apartment;en;['en', 'fr'];50
450;barcelona;Dreta de l'Eixample;Spacious and central apartment;en;['en', 'fr', 'it'];50
451;barcelona;Eixample;DUPLEX DE LUXE AMB JARDI I GARATGE;ca;['fr', 'it', 'pt'];45
452;barcelona;Eixample;Relax in the Garden Room at a Bright City Retreat;en;['en'];50
453;barcelona;Dreta de l'Eixample;Ramblas & Paseo de Gracia WITH LOCKER;en;[];45
454;barcelona;Ciutat Vella;yök Casa C, your own little Hotel;en;['de', 'en', 'fr'];50
455;barcelona;Eixample;Penthouse Plaza Catalunya 8 /best location in BCN;en;['en', 'pt'];45
456;barcelona;Dreta de l'Eixample;Stylish Spacious Serviced Apartment near El Born;en;['en', 'ru'];50
457;barcelona;Eixample;Luxury penthouse, private terrace, pool, gym, AC;en;['en', 'fr'];50
458;barcelona;Eixample;Beautiful apartment in front of Sagrada Familia;en;['en', 'fr'];50
459;barcelona;Dreta de l'Eixample;Eliseos Luxury Apartment HUTB-001281;en;['de', 'en', 'fr', 'it'];45
460;barcelona;Eixample;Allotja't en un elegant i lluminós pis modernista al costat de Passeig de Gràcia;ca;['en', 'fr'];50
461;barcelona;Ciutat Vella;VIDRE HOME PLAZA REAL on LAS RAMBLAS;en;['en', 'fr', 'it', 'pt'];45
462;barcelona;El Gòtic;Fantastic design apartment close to Las Ramblas;en;[];50
463;barcelona;Eixample;Plaza Catalunya Love 2;en;['en', 'it'];45
464;barcelona;Eixample;SUPERIOR 4 BEDROOM APARTMENT;en;[];50
465;barcelona;El Baix Guinardó;Spacious and bright apt for 8 near Sagrada Familia;en;['en', 'fr', 'it'];45
466;barcelona;Sant Antoni;TYCHE Apartment;en;['en', 'fr'];45
467;barcelona;Eixample;Amazing penthouse with terrace at Rambla Catalunya;en;[];50
468;barcelona;La Sagrada Família;Happy People Sagrada Familia Gaudi Luxury 8 people Apartment next to the monument;en;[];
469;barcelona;Sant Martí;BEACHFRONT SEAVIEWS APARTMENT;en;['en', 'ru'];45
470;barcelona;Dreta de l'Eixample;Glamorous 5-bedroom apartment by Paseo de Gracia;en;['de', 'en', 'fr', 'it', 'ar'];50
471;barcelona;Sant Martí;Villa Olimpica Beach;en;['en', 'fr'];45
472;barcelona;Diagonal Mar - La Mar Bella;AWESOME SEA VIEWS IN BARCELONA;en;['en'];40
473;barcelona;Dreta de l'Eixample;SEALONA CENTER II;en;['en', 'fr'];50
474;barcelona;Dreta de l'Eixample;Fantastic big Apartment with Balcony!;en;[];50
475;barcelona;Eixample;2427 - AB Plaça Catalunya 3-4 - Luxury 2-Bedroom Apartment, Steps from Plaça de Catalunya;en;['de', 'en', 'fr', 'it', 'pt', 'ru', 'ar', 'zh'];45
476;barcelona;Eixample;Serennia Deluxe 4 bedrooms;en;[];45
477;barcelona;Sant Gervasi - Galvany;FOUR-BEDROOM APARTMENT NEAR GRACIA;en;['en', 'ru'];50
478;barcelona;Eixample;Arenas View Luxuary Plaza de España;en;['en', 'pt', 'uk'];50
479;barcelona;Diagonal Mar - La Mar Bella;SENSATIONAL high apartment with spacious terrace;en;['en', 'fr', 'it'];45
480;barcelona;Eixample;SUPERIOR 4 BEDROOM APARTMENT;en;[];45
481;barcelona;L'Antiga Esquerra de l'Eixample;SUPERIOR 4 BEDROOM APARTMENT;en;[];45
482;barcelona;Eixample;SUPERIOR 4 BEDROOM APARTMENT;en;[];45
483;barcelona;Eixample;CLASSIC APARTMENT RAMBLA CATALUNYA;en;['en', 'ru'];50
484;barcelona;La Vila Olímpica;BEACH HOUSE: brigth triplex in Olympic Villlage;en;['en', 'fr', 'it', 'ru', 'uk'];45
485;barcelona;Eixample;CHIC VALENCIA;en;[];50
486;barcelona;Dreta de l'Eixample;Central Townhouse Barcelona;en;['en', 'pl'];50
487;barcelona;Eixample;Stylish Apartment C in city center;en;[];50
488;barcelona;Eixample;Magnificent Modernist Apartment in Heart of the City;en;['en'];50
489;barcelona;Dreta de l'Eixample;Central Duplex with Private Terrace;en;['en', 'fr'];50
490;barcelona;Dreta de l'Eixample;Gorgeous Pg de Gracia Casa Batllo;en;['en'];45
491;barcelona;La Nova Esquerra de l'Eixample;Old-time-charm apartment with patio!;en;['en', 'fr'];50
492;barcelona;Eixample;Elegant central ,4 rooms 4 bathrooms, balconies;en;['en', 'fr', 'it', 'nl'];50
493;barcelona;Dreta de l'Eixample;Vela Luxury Apartment HUTB-001280;en;['de', 'en', 'fr', 'it'];50
494;barcelona;Eixample;Amazing Terrace Apt;en;['en', 'it'];45
495;barcelona;Dreta de l'Eixample;★★★★★Eixample Deluxe Apartment(HUTB-003499);en;['de', 'en', 'fr', 'pt', 'fi'];50
496;barcelona;Eixample;Central penthouse with terrace Placa Catalunya I;en;['en', 'fr', 'tr', 'ru', 'ar'];45
497;barcelona;Dreta de l'Eixample;Big and nice in Pl Catalunya for 12;en;['en', 'it'];45
498;barcelona;Sant Antoni;Artistic Family-Friendly Apartment in a Trendy Neighborhood;en;['en', 'fr', 'nl'];50
499;barcelona;Eixample;Modern Penthouse with Views to La Pedrera;en;['de', 'en', 'fr', 'it', 'ar'];45
500;barcelona;Eixample;(20% off deal) LaMimosa by Pg Gràcia 3BR/2 baths;en;['en', 'fr', 'it', 'pt', 'ru'];45
501;barcelona;Eixample;LetsgoBarcelona Paseo de Gracia Duplex;en;['de', 'en', 'fr', 'nl', 'pt'];45
502;barcelona;Eixample;Art House City Centre Universitat;en;['en', 'fr', 'nl'];50
503;barcelona;Gràcia;Luxury 4 bed/5 bath flat, 5 min from Pg de Gracia;en;['de', 'en', 'fr', 'hi', 'it', 'nl', 'pt', 'ru'];50
504;barcelona;Dreta de l'Eixample;Central luxury apartment with chillout terrace B10;en;['en', 'fr', 'it'];45
505;barcelona;Dreta de l'Eixample;Luxury 2 Bed, 3 Bath Apt + Terrace;en;['en', 'nl'];50
506;barcelona;El Poble-sec;Happy people Ramblas Harbour Duplex for 6 people;en;['en', 'fr'];
507;barcelona;Ciutat Vella;Pelayo attic Deluxe H2-BCN54;en;['de', 'en', 'fr', 'it'];50
508;barcelona;Eixample;2717 - AB Girona Apartment 02 - Luxury 4-bedroom Triplex Apartment near Passeig de Gràcia;en;['de', 'en', 'fr', 'it', 'pt', 'ru', 'ar', 'zh'];45
509;barcelona;Sant Antoni;AMAZING MODERN FLAT IN HISTORICAL BUILDING;es;['en', 'it'];45
510;barcelona;Ciutat Vella;ESPARDENYA;en;[];45
511;barcelona;Dreta de l'Eixample;SPACIOUS CLASSIC APARTMENT NEXT TO PLAZA CATALUNYA;en;['en', 'fr', 'it'];45
512;barcelona;Sant Martí;ASTONISHING sea view from 20th floor and pool!;en;['en', 'fr', 'it'];50
513;barcelona;Dreta de l'Eixample;PLAZA CATALUNYA MODERN APARTMENT;en;['en', 'ru'];50
514;barcelona;Eixample;Grand Central Apartment (150m2, 5 bedrooms);en;['en', 'pl', 'ru'];45
515;barcelona;Diagonal Mar - La Mar Bella;Beach Apartment with Furnished Terrace;en;['en', 'ru'];45
516;barcelona;Eixample;137. Hércules Grande 62;en;['en', 'fr', 'it', 'pt'];40
517;barcelona;Sants-Montjuïc;VINTAGE MEETING POINT;en;['de', 'en', 'fr', 'tr', 'ru', 'ar', 'zh'];40
